,body_neg,body_neu,body_pos,body_com,title_neg,title_neu,title_pos,title_com,Title Length,Body Length,Total Length,Title Emoji,Body Emoji,Title Ellipses,Body Ellipses,Title Hashtags,Body Hashtags,Title Exclamations,Body Exclamations,Status Rank,# Reviews,Target Rating
3076,0.029,0.799,0.173,0.9079,0.0,0.244,0.756,0.4754,2,79,81,0,0,0,0,0,0,0,0,0,3,4
3082,0.067,0.824,0.109,0.2732,0.0,1.0,0.0,0.0,5,29,34,0,0,0,0,0,0,0,0,1,1,1
3083,0.067,0.824,0.109,0.2732,0.0,1.0,0.0,0.0,5,29,34,0,0,0,0,0,0,0,0,1,1,1
3085,0.102,0.676,0.223,0.9776,0.506,0.494,0.0,-0.6249,5,189,194,0,0,0,0,0,0,0,0,0,1,1
3089,0.155,0.745,0.099,-0.9135,0.0,1.0,0.0,0.0,9,213,222,0,0,0,0,0,0,0,3,0,3,1
3097,0.018,0.767,0.215,0.9721,0.0,0.256,0.744,0.7003,5,122,127,0,0,0,0,0,0,0,0,3,1,5
3100,0.061,0.889,0.05,-0.088,0.0,1.0,0.0,0.0,8,34,42,0,0,0,0,0,0,0,1,0,4,1
3101,0.158,0.806,0.036,-0.958,0.236,0.764,0.0,-0.6059,21,138,159,0,0,0,0,0,0,0,0,0,1,1
3103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,38,43,0,0,0,0,0,0,0,0,0,1,5
3104,0.025,0.819,0.156,0.9275,0.0,1.0,0.0,0.0,3,121,124,0,0,0,0,0,0,0,0,0,2,4
3107,0.061,0.865,0.075,0.1548,0.0,1.0,0.0,0.0,4,45,49,0,0,0,0,0,0,0,0,0,1,1
3109,0.086,0.784,0.131,0.296,1.0,0.0,0.0,-0.5106,1,31,32,0,4,0,0,0,0,0,0,1,1,1
3110,0.179,0.572,0.249,0.1531,0.0,1.0,0.0,0.0,9,22,31,0,0,0,0,0,0,0,0,3,1,1
3117,0.0,0.658,0.342,0.7778,0.0,0.518,0.482,0.4201,5,19,24,0,0,0,0,0,0,0,0,2,1,5
3123,0.059,0.699,0.242,0.7778,0.0,1.0,0.0,0.0,4,35,39,0,0,0,0,0,0,0,0,0,1,5
3124,0.0,0.637,0.363,0.8856,0.0,0.357,0.643,0.2023,2,29,31,0,0,0,0,0,0,0,0,3,1,5
3126,0.0,0.547,0.453,0.8066,0.0,0.642,0.358,0.4201,7,16,23,0,0,0,0,0,0,0,1,3,1,5
3127,0.153,0.755,0.092,-0.9245,0.0,1.0,0.0,0.0,3,152,155,0,0,0,0,0,0,0,2,0,1,1
3129,0.03,0.646,0.324,0.9846,0.0,0.385,0.615,0.7506,8,98,106,0,0,0,0,0,0,0,1,0,1,5
3130,0.0,0.596,0.404,0.9836,0.0,0.417,0.583,0.4201,3,68,71,0,0,0,0,0,0,0,3,3,1,5
3131,0.048,0.871,0.081,0.1885,0.655,0.345,0.0,-0.2263,2,61,63,0,0,0,0,0,0,0,0,0,1,1
3132,0.0,0.58,0.42,0.7003,0.0,0.633,0.367,0.4404,7,13,20,0,0,0,0,0,0,0,0,0,4,4
3134,0.34,0.523,0.137,-0.8022,0.0,0.633,0.367,0.4404,8,25,33,0,0,0,0,0,0,0,0,0,2,1
3135,0.0,0.694,0.306,0.8172,0.0,1.0,0.0,0.0,6,23,29,0,0,0,0,0,0,0,1,3,1,5
3136,0.0,0.799,0.201,0.8834,0.0,0.323,0.677,0.2716,2,59,61,0,0,0,0,0,0,0,0,3,1,5
3138,0.0,0.824,0.176,0.962,0.0,1.0,0.0,0.0,3,118,121,0,0,0,0,0,0,0,1,1,1,5
3139,0.087,0.895,0.017,-0.8656,0.756,0.244,0.0,-0.4767,2,159,161,0,0,0,0,0,0,0,0,0,1,1
3140,0.0,0.808,0.192,0.9059,0.306,0.694,0.0,-0.296,7,81,88,0,0,0,0,0,0,0,2,0,1,5
3142,0.019,0.828,0.153,0.9605,0.0,0.53,0.47,0.6633,7,159,166,0,0,0,0,0,0,0,4,0,1,5
3143,0.0,0.738,0.262,0.9366,0.0,1.0,0.0,0.0,2,63,65,0,0,0,0,0,0,0,0,0,1,4
3144,0.0,0.901,0.099,0.6593,1.0,0.0,0.0,-0.6249,1,65,66,0,0,0,0,0,0,0,3,0,1,1
3145,0.0,0.901,0.099,0.6593,1.0,0.0,0.0,-0.6249,1,65,66,0,0,0,0,0,0,0,3,0,1,1
3146,0.0,0.926,0.074,0.4629,0.351,0.649,0.0,-0.4019,6,64,70,0,0,0,0,0,0,0,0,1,1,1
3147,0.0,0.926,0.074,0.4629,0.351,0.649,0.0,-0.4019,6,64,70,0,0,0,0,0,0,0,0,1,1,1
3148,0.0,0.926,0.074,0.4629,0.351,0.649,0.0,-0.4019,6,64,70,0,0,0,0,0,0,0,0,1,1,1
3149,0.073,0.793,0.134,0.6179,0.0,1.0,0.0,0.0,9,57,66,0,0,0,0,0,0,0,2,0,1,1
3150,0.073,0.793,0.134,0.6179,0.0,1.0,0.0,0.0,9,57,66,0,0,0,0,0,0,0,2,0,1,1
3151,0.122,0.878,0.0,-0.5547,0.0,1.0,0.0,0.0,6,42,48,0,0,0,0,0,0,0,0,0,1,1
3152,0.078,0.815,0.108,0.3253,0.0,1.0,0.0,0.0,7,85,92,0,0,0,0,0,0,0,0,0,1,1
3154,0.0,0.846,0.154,0.6652,0.0,0.674,0.326,0.4404,8,38,46,0,0,0,1,0,0,0,1,1,1,1
3155,0.0,0.538,0.462,0.9625,0.0,0.145,0.855,0.7096,4,35,39,0,0,0,0,0,0,0,2,1,1,5
3156,0.0,1.0,0.0,0.0,0.0,0.256,0.744,0.4404,2,12,14,0,0,0,0,0,0,0,0,2,1,5
3157,0.066,0.843,0.091,0.2716,0.0,1.0,0.0,0.0,9,50,59,0,0,0,0,0,0,0,0,2,1,3
3158,0.076,0.924,0.0,-0.4939,0.0,1.0,0.0,0.0,2,46,48,0,0,0,0,0,0,0,0,0,1,1
3159,0.0,0.721,0.279,0.9899,0.0,0.741,0.259,0.2716,7,143,150,0,0,0,0,0,0,0,2,1,1,5
3160,0.157,0.737,0.106,-0.5983,0.0,1.0,0.0,0.0,6,77,83,0,0,0,1,0,0,2,0,0,1,1
3161,0.0,0.722,0.278,0.4019,0.0,0.69,0.31,0.4019,8,9,17,0,0,0,0,0,0,0,0,3,1,3
3162,0.0,0.617,0.383,0.9873,0.0,0.354,0.646,0.9153,16,90,106,0,0,0,0,0,0,0,4,3,1,5
3167,0.009,0.753,0.238,0.9918,0.0,0.61,0.39,0.4939,7,172,179,0,0,0,1,0,0,0,0,0,1,5
3168,0.0,1.0,0.0,0.0,0.697,0.303,0.0,-0.3182,2,7,9,0,0,0,0,0,0,0,0,0,1,1
3169,0.0,1.0,0.0,0.0,0.697,0.303,0.0,-0.3182,2,7,9,0,0,0,0,0,0,0,0,0,1,1
3170,0.148,0.732,0.12,-0.6083,0.0,0.476,0.524,0.296,4,122,126,0,0,0,0,0,0,0,6,0,1,1
3172,0.049,0.776,0.175,0.8652,0.0,0.0,1.0,0.6467,3,77,80,0,0,0,0,0,0,2,0,0,3,5
3173,0.206,0.794,0.0,-0.8812,0.31,0.69,0.0,-0.4019,9,61,70,0,0,0,0,0,0,0,0,0,2,1
3174,0.0,0.907,0.093,0.7135,0.437,0.563,0.0,-0.4767,5,79,84,0,0,0,0,0,2,0,2,0,1,1
3175,0.153,0.748,0.099,-0.9001,0.6,0.4,0.0,-0.7579,9,206,215,0,0,0,0,0,0,0,8,0,1,1
3176,0.136,0.841,0.023,-0.8619,0.0,0.545,0.455,0.3612,9,92,101,0,0,0,0,0,0,0,2,1,4,1
3177,0.136,0.841,0.023,-0.8619,0.0,0.545,0.455,0.3612,9,92,101,0,0,0,0,0,0,0,2,1,4,1
3179,0.0,0.721,0.279,0.891,0.0,0.737,0.263,0.3612,10,42,52,0,0,0,0,0,0,0,0,0,7,4
3181,0.092,0.869,0.039,-0.5267,0.0,0.513,0.487,0.2263,3,52,55,0,0,0,0,0,0,0,0,3,1,3
3182,0.0,0.625,0.375,0.8408,0.0,1.0,0.0,0.0,3,21,24,0,0,0,0,0,0,0,0,3,1,5
3183,0.0,0.544,0.456,0.8715,0.0,1.0,0.0,0.0,1,22,23,0,0,0,0,0,0,0,2,0,1,5
3185,0.0,0.539,0.461,0.9337,0.0,0.411,0.589,0.5106,7,33,40,0,0,0,0,0,0,0,0,0,1,5
3186,0.0,0.795,0.205,0.6597,0.0,0.526,0.474,0.6597,9,28,37,0,0,0,0,0,0,0,0,0,1,5
3187,0.098,0.702,0.2,0.4404,0.0,0.706,0.294,0.3612,9,27,36,0,0,0,0,0,0,0,0,0,1,5
3188,0.0,0.763,0.237,0.6801,0.0,0.706,0.294,0.3612,8,21,29,0,2,0,0,0,0,0,0,3,1,5
3189,0.0,0.932,0.068,0.1901,0.0,0.256,0.744,0.4404,3,31,34,1,2,0,0,0,0,0,0,2,1,3
3190,0.032,0.781,0.188,0.8692,0.0,0.161,0.839,0.6369,3,72,75,0,0,0,0,0,0,0,0,0,3,4
3193,0.0,0.716,0.284,0.836,0.0,0.536,0.464,0.3818,4,33,37,0,0,0,0,0,0,0,0,2,1,4
3196,0.0,0.725,0.275,0.6901,0.0,0.706,0.294,0.3612,8,19,27,0,0,0,0,0,0,0,0,0,1,5
3198,0.0,0.516,0.484,0.8155,0.0,0.625,0.375,0.6369,8,14,22,0,0,0,0,0,0,0,0,0,1,5
3199,0.0,0.529,0.471,0.7906,0.0,0.44,0.56,0.6249,7,14,21,0,0,0,0,0,0,0,0,2,1,5
3200,0.0,0.811,0.189,0.4215,0.0,1.0,0.0,0.0,1,15,16,0,1,0,0,0,0,0,0,3,1,5
3202,0.0,0.699,0.301,0.8622,0.0,0.192,0.808,0.6369,3,31,34,0,0,0,0,0,0,0,1,0,1,5
3206,0.171,0.829,0.0,-0.6973,0.277,0.723,0.0,-0.3182,9,40,49,0,0,0,0,0,0,0,7,0,1,1
3207,0.171,0.829,0.0,-0.6973,0.277,0.723,0.0,-0.3182,9,40,49,0,0,0,0,0,0,0,7,0,1,1
3208,0.125,0.837,0.038,-0.6776,1.0,0.0,0.0,-0.6114,2,68,70,0,0,0,0,0,0,1,20,0,1,1
3209,0.0,0.701,0.299,0.9152,0.0,0.588,0.412,0.6369,9,40,49,0,3,0,0,0,0,0,0,0,1,5
3210,0.0,0.625,0.375,0.6369,0.0,0.192,0.808,0.6369,3,14,17,0,0,0,0,0,2,0,0,0,1,5
3211,0.0,0.588,0.412,0.6369,0.0,0.4,0.6,0.6697,5,13,18,1,0,0,0,0,2,0,0,0,1,5
3212,0.12,0.652,0.228,0.4588,0.0,0.192,0.808,0.6369,3,23,26,0,0,0,0,0,2,0,0,0,1,5
3213,0.0,0.484,0.516,0.7506,0.0,0.417,0.583,0.6369,5,10,15,0,0,0,0,0,0,0,0,0,1,5
3214,0.0,0.413,0.587,0.7964,0.0,0.323,0.677,0.6369,4,11,15,0,0,0,0,0,0,0,0,3,1,5
3215,0.0,0.646,0.354,0.8264,0.0,0.413,0.587,0.7964,8,26,34,0,0,0,0,0,3,0,2,0,1,5
3217,0.0,0.718,0.282,0.9389,0.0,0.182,0.818,0.6696,4,49,53,0,0,0,0,0,0,1,2,3,1,5
3218,0.0,0.791,0.209,0.6696,0.0,0.543,0.457,0.6369,8,22,30,0,0,0,0,0,0,0,1,2,1,5
3219,0.066,0.571,0.363,0.8977,0.0,0.417,0.583,0.6369,4,28,32,0,0,0,0,0,0,0,1,0,1,5
3221,0.021,0.663,0.316,0.9537,0.0,0.45,0.55,0.7269,8,58,66,0,0,0,0,0,0,0,2,0,1,5
3224,0.0,0.684,0.316,0.9583,0.0,1.0,0.0,0.0,5,52,57,0,0,0,0,0,0,1,2,1,1,5
3225,0.055,0.484,0.461,0.9485,0.0,0.455,0.545,0.7184,8,34,42,0,0,0,1,0,0,0,0,0,1,5
3226,0.0,0.34,0.66,0.9272,0.0,0.244,0.756,0.4754,2,14,16,0,0,0,0,0,0,0,0,0,1,5
3227,0.0,0.417,0.583,0.8555,0.0,0.192,0.808,0.6369,4,13,17,0,0,0,0,0,2,0,0,0,1,5
3228,0.0,0.455,0.545,0.8555,0.0,0.192,0.808,0.6369,4,10,14,0,0,0,0,0,0,0,0,0,1,5
3229,0.0,0.691,0.309,0.9678,0.0,0.488,0.512,0.6369,6,67,73,0,0,0,0,0,0,0,0,3,1,5
3230,0.069,0.646,0.285,0.9081,0.0,0.588,0.412,0.6369,8,46,54,0,0,0,0,0,0,0,0,3,1,5
3231,0.0,0.832,0.168,0.7543,0.0,1.0,0.0,0.0,2,41,43,0,0,0,0,0,0,0,0,3,1,4
3232,0.0,0.67,0.33,0.9151,0.0,0.339,0.661,0.5994,3,35,38,0,0,0,0,0,0,0,1,3,1,5
3233,0.0,0.25,0.75,0.9432,0.0,0.323,0.677,0.6369,4,11,15,0,0,0,0,0,0,0,0,0,1,5
3234,0.0,0.487,0.513,0.9842,0.0,0.244,0.756,0.4767,2,46,48,0,0,0,0,0,0,0,3,3,1,5
3235,0.0,0.506,0.494,0.9393,0.0,0.323,0.677,0.6369,3,28,31,0,0,0,0,0,0,0,0,0,1,5
3236,0.04,0.694,0.266,0.8309,0.0,0.323,0.677,0.6369,4,37,41,0,0,0,0,0,0,0,2,2,1,5
3237,0.0,0.751,0.249,0.8074,0.0,0.256,0.744,0.4404,2,30,32,0,0,0,0,0,0,0,0,3,1,4
3239,0.0,0.682,0.318,0.6369,0.0,0.323,0.677,0.6369,4,13,17,0,0,0,0,0,0,0,0,3,1,5
3240,0.0,0.488,0.512,0.8555,0.0,0.256,0.744,0.4404,2,12,14,0,0,0,0,0,0,0,0,3,1,5
3241,0.0,0.799,0.201,0.6757,0.0,0.543,0.457,0.6369,7,29,36,0,0,0,0,0,0,0,0,3,1,4
3242,0.0,0.656,0.344,0.6369,0.0,0.323,0.677,0.6369,4,13,17,0,0,0,0,0,0,0,0,3,1,5
3243,0.0,0.656,0.344,0.6369,0.0,0.588,0.412,0.6369,8,11,19,0,0,0,0,0,0,0,0,2,1,5
3244,0.0,0.559,0.441,0.9217,0.0,1.0,0.0,0.0,3,27,30,0,0,0,0,0,0,0,0,1,1,5
3247,0.0,0.608,0.392,0.7964,0.0,0.417,0.583,0.4215,3,17,20,2,0,0,0,0,0,0,0,2,1,4
3248,0.0,0.853,0.147,0.6696,0.0,0.378,0.622,0.7125,5,32,37,0,0,0,0,0,0,0,1,0,1,5
3249,0.0,0.728,0.272,0.6696,0.0,0.543,0.457,0.6369,8,16,24,0,0,0,0,0,0,0,1,0,1,5
3250,0.078,0.464,0.458,0.9201,0.0,0.351,0.649,0.5719,3,26,29,0,0,0,0,0,0,0,0,0,1,5
3251,0.0,0.4,0.6,0.6696,0.0,0.308,0.692,0.6696,6,7,13,0,0,0,0,0,0,1,1,0,1,5
3252,0.0,0.662,0.338,0.9294,0.0,0.323,0.677,0.6369,4,42,46,0,0,0,0,0,0,0,1,3,1,5
3257,0.0,0.661,0.339,0.8264,0.0,0.413,0.587,0.7964,9,28,37,0,0,0,0,0,3,0,2,1,1,5
3258,0.0,0.323,0.677,0.6369,0.0,0.323,0.677,0.6369,4,4,8,0,0,0,0,0,0,0,0,1,1,5
3260,0.0,0.653,0.347,0.9217,0.0,0.323,0.677,0.6369,4,36,40,0,0,0,0,0,0,0,0,2,2,5
3263,0.0,0.504,0.496,0.9407,0.0,0.424,0.576,0.7783,8,23,31,0,0,0,0,0,0,0,2,2,1,5
3264,0.0,0.655,0.345,0.8591,0.0,0.562,0.438,0.5994,7,27,34,0,1,0,0,0,0,0,0,3,1,5
3268,0.0,0.961,0.039,0.4199,0.0,1.0,0.0,0.0,3,94,97,0,0,0,0,1,2,0,1,2,1,1
3269,0.064,0.748,0.189,0.5911,0.0,1.0,0.0,0.0,7,33,40,0,0,0,0,0,0,0,0,3,1,1
3273,0.083,0.833,0.084,-0.4397,0.404,0.596,0.0,-0.5256,7,102,109,0,0,0,0,0,0,0,0,1,1,2
3276,0.156,0.688,0.156,0.0,0.714,0.286,0.0,-0.3612,2,19,21,0,0,0,0,0,0,0,1,0,1,1
3277,0.204,0.722,0.074,-0.5994,0.0,1.0,0.0,0.0,3,50,53,0,0,0,0,0,0,0,0,0,1,1
3279,0.0,0.654,0.346,0.9298,0.0,0.58,0.42,0.4404,7,39,46,0,0,0,0,0,0,0,1,2,1,5
3283,0.167,0.769,0.065,-0.719,0.0,1.0,0.0,0.0,2,70,72,0,0,0,0,0,0,0,2,0,1,1
3284,0.0,0.789,0.211,0.7884,0.0,1.0,0.0,0.0,8,41,49,0,0,0,0,0,4,0,0,0,1,5
3285,0.0,0.678,0.322,0.431,0.0,0.637,0.363,0.431,7,9,16,0,0,0,0,0,0,0,0,0,1,5
3286,0.0,0.959,0.041,0.1779,0.804,0.196,0.0,-0.6249,2,75,77,0,0,0,0,0,0,0,0,0,1,1
3288,0.066,0.755,0.179,0.8549,0.0,1.0,0.0,0.0,5,80,85,0,0,0,0,0,0,0,1,0,1,1
3289,0.198,0.69,0.112,-0.6124,0.0,1.0,0.0,0.0,7,43,50,0,0,0,0,0,0,0,0,0,1,1
3293,0.0,0.949,0.051,0.2263,0.0,1.0,0.0,0.0,2,47,49,0,0,0,0,0,0,0,0,3,1,4
3294,0.097,0.808,0.095,-0.0124,0.0,1.0,0.0,0.0,8,33,41,0,0,0,0,0,0,0,0,0,1,1
3300,0.246,0.754,0.0,-0.7079,0.0,1.0,0.0,0.0,7,21,28,0,0,0,0,0,0,0,1,3,1,1
3301,0.187,0.813,0.0,-0.7115,0.383,0.617,0.0,-0.4767,6,42,48,0,0,0,0,0,0,0,0,2,1,1
3303,0.0,0.934,0.066,0.5994,0.0,1.0,0.0,0.0,2,70,72,0,0,0,3,0,0,0,0,3,1,5
3304,0.154,0.846,0.0,-0.867,1.0,0.0,0.0,-0.3818,1,61,62,0,0,0,0,0,0,0,0,3,1,1
3306,0.129,0.871,0.0,-0.5256,0.0,1.0,0.0,0.0,6,30,36,0,1,0,0,0,0,0,0,3,1,1
3308,0.0,0.822,0.178,0.886,0.0,1.0,0.0,0.0,2,64,66,0,0,0,0,0,0,0,0,0,1,1
3310,0.071,0.847,0.082,0.1177,0.343,0.657,0.0,-0.4833,10,143,153,0,0,0,0,0,0,2,1,0,1,2
3312,0.0,0.94,0.06,0.3724,0.0,1.0,0.0,0.0,7,46,53,0,0,0,0,0,0,0,0,0,1,1
3315,0.18,0.82,0.0,-0.6808,0.0,0.726,0.274,0.2235,8,44,52,0,0,0,0,0,1,0,0,1,1,1
3316,0.15,0.85,0.0,-0.5267,0.0,1.0,0.0,0.0,7,32,39,0,0,0,0,0,0,0,0,0,1,3
3317,0.11,0.89,0.0,-0.6375,0.0,1.0,0.0,0.0,9,44,53,0,0,0,1,0,0,0,0,0,1,1
3318,0.0,0.749,0.251,0.982,0.0,1.0,0.0,0.0,5,123,128,0,0,0,0,0,0,1,4,3,1,5
3321,0.132,0.828,0.039,-0.955,0.0,1.0,0.0,0.0,5,231,236,0,0,0,0,0,0,0,0,0,2,1
3322,0.151,0.82,0.028,-0.8941,0.0,1.0,0.0,0.0,5,100,105,0,0,0,0,0,0,0,0,1,1,2
3325,0.192,0.787,0.021,-0.7833,0.0,1.0,0.0,0.0,8,59,67,0,0,0,0,0,0,0,1,0,1,5
3326,0.0,0.691,0.309,0.9565,0.0,0.656,0.344,0.6369,9,65,74,0,0,0,0,0,0,0,1,0,1,5
3327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,37,41,0,0,0,0,0,0,0,0,1,1,5
3329,0.0,0.464,0.536,0.931,0.0,0.704,0.296,0.2732,8,22,30,0,0,0,0,0,0,0,3,3,1,5
3332,0.265,0.597,0.138,-0.7689,0.0,1.0,0.0,0.0,8,35,43,0,0,0,0,0,0,0,3,0,1,1
3333,0.057,0.877,0.066,0.1154,0.0,1.0,0.0,0.0,8,58,66,0,0,0,0,0,0,0,0,0,1,3
3334,0.087,0.829,0.084,-0.8032,0.455,0.545,0.0,-0.3612,4,363,367,0,0,0,0,0,0,0,3,1,1,1
3335,0.087,0.829,0.084,-0.8032,0.455,0.545,0.0,-0.3612,4,363,367,0,0,0,0,0,0,0,3,1,1,1
3336,0.142,0.858,0.0,-0.8507,0.0,1.0,0.0,0.0,12,74,86,0,0,0,0,0,0,6,13,0,1,1
3340,0.203,0.683,0.114,-0.9747,0.0,1.0,0.0,0.0,7,189,196,0,0,0,0,0,0,0,1,0,1,2
3341,0.417,0.583,0.0,-0.9331,0.538,0.462,0.0,-0.5423,6,36,42,0,0,0,0,0,0,0,0,0,1,1
3342,0.029,0.971,0.0,-0.296,0.0,1.0,0.0,0.0,8,86,94,0,0,0,0,0,0,0,0,0,1,1
3343,0.158,0.757,0.085,-0.5216,0.583,0.417,0.0,-0.4215,3,57,60,0,0,0,0,0,0,0,0,0,1,1
3345,0.046,0.93,0.024,-0.5871,0.0,0.685,0.315,0.3182,6,241,247,0,0,0,0,0,1,0,3,1,1,1
3346,0.071,0.739,0.19,0.9427,0.0,0.351,0.649,0.5719,3,114,117,0,0,0,0,0,0,0,1,0,1,5
3348,0.047,0.853,0.1,0.5456,0.0,1.0,0.0,0.0,14,118,132,0,0,0,0,0,0,0,0,0,1,1
3351,0.0,0.877,0.123,0.6666,0.0,1.0,0.0,0.0,4,48,52,0,0,0,0,0,0,0,0,3,2,5
3352,0.0,0.853,0.147,0.8313,0.0,0.341,0.659,0.7003,6,69,75,0,1,0,0,0,0,0,1,1,1,4
3353,0.068,0.88,0.051,-0.4497,0.608,0.392,0.0,-0.4767,3,129,132,0,0,0,0,0,0,0,0,1,2,1
3354,0.1,0.652,0.247,0.8687,0.0,0.313,0.687,0.6588,5,54,59,0,0,0,0,0,0,1,1,3,1,5
3359,0.218,0.747,0.036,-0.8518,0.0,1.0,0.0,0.0,7,41,48,0,0,0,0,0,0,0,1,0,1,1
3361,0.0,0.678,0.322,0.9153,0.0,0.196,0.804,0.6249,2,42,44,0,0,0,0,0,0,0,0,3,1,5
3363,0.072,0.891,0.037,-0.7003,0.0,1.0,0.0,0.0,8,172,180,0,0,0,0,0,0,0,0,0,1,1
3364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,41,49,0,0,0,0,0,0,0,0,0,1,1
3365,0.149,0.771,0.08,-0.8818,0.629,0.371,0.0,-0.5256,3,150,153,0,0,0,0,0,0,0,0,0,1,1
3366,0.037,0.805,0.158,0.9834,1.0,0.0,0.0,-0.5106,2,257,259,0,0,0,0,0,0,0,0,0,1,2
3367,0.017,0.836,0.147,0.9064,0.0,1.0,0.0,0.0,6,107,113,0,0,0,0,0,0,0,0,0,1,4
3368,0.211,0.789,0.0,-0.9169,0.722,0.278,0.0,-0.636,5,67,72,0,0,0,0,0,0,1,0,0,5,1
3369,0.0,0.915,0.085,0.7469,0.231,0.769,0.0,-0.34,12,89,101,0,0,0,0,0,0,0,0,0,1,1
3370,0.134,0.853,0.013,-0.9535,0.0,1.0,0.0,0.0,7,147,154,0,0,0,0,0,0,0,0,0,1,1
3371,0.104,0.896,0.0,-0.296,0.0,1.0,0.0,0.0,5,25,30,0,24,0,0,0,0,0,0,0,1,1
3372,0.06,0.901,0.039,-0.34,0.722,0.278,0.0,-0.8309,8,82,90,0,0,0,0,0,0,2,0,1,1,1
3373,0.07,0.91,0.021,-0.6059,0.647,0.353,0.0,-0.5678,3,92,95,0,0,0,0,0,0,0,0,0,1,1
3374,0.056,0.944,0.0,-0.6808,0.307,0.693,0.0,-0.4767,8,123,131,0,0,0,0,0,1,0,0,1,1,1
3375,0.168,0.779,0.052,-0.9622,0.0,1.0,0.0,0.0,3,153,156,0,0,0,1,0,0,0,0,3,1,1
3376,0.07,0.739,0.191,0.8932,0.476,0.524,0.0,-0.6739,7,82,89,0,0,0,0,0,0,0,3,3,1,1
3377,0.04,0.791,0.169,0.8484,0.0,1.0,0.0,0.0,2,89,91,0,0,0,0,0,0,0,0,1,1,1
3382,0.202,0.757,0.042,-0.8566,0.0,1.0,0.0,0.0,7,83,90,0,0,0,0,0,0,0,0,0,1,1
3383,0.0,0.937,0.063,0.6486,0.0,1.0,0.0,0.0,5,98,103,0,0,0,0,0,0,0,0,0,1,2
3384,0.065,0.843,0.092,0.847,0.0,1.0,0.0,0.0,6,349,355,0,0,0,0,0,0,1,0,0,1,1
3385,0.075,0.869,0.056,-0.2617,1.0,0.0,0.0,-0.4767,1,57,58,0,0,0,0,0,0,0,0,0,1,1
3387,0.0,0.799,0.201,0.8685,0.0,0.0,1.0,0.6114,2,49,51,0,0,0,0,0,0,1,1,3,1,5
3389,0.0,0.6,0.4,0.9366,0.0,1.0,0.0,0.0,2,35,37,0,0,0,0,0,0,0,2,3,1,5
3390,0.046,0.869,0.085,0.3413,0.0,1.0,0.0,0.0,5,68,73,0,0,0,0,0,0,0,0,0,2,1
3391,0.126,0.737,0.137,0.2263,0.0,1.0,0.0,0.0,4,85,89,0,0,0,0,0,0,0,0,0,1,1
3394,0.058,0.904,0.039,0.1526,0.204,0.637,0.159,-0.1779,12,152,164,0,0,0,0,0,0,0,0,0,1,1
3395,0.058,0.904,0.039,0.1526,0.204,0.637,0.159,-0.1779,12,152,164,0,0,0,0,0,0,0,0,0,1,1
3396,0.074,0.926,0.0,-0.0516,0.259,0.741,0.0,-0.1027,6,19,25,0,0,0,0,0,0,0,0,0,1,1
3397,0.067,0.857,0.076,0.285,0.0,1.0,0.0,0.0,2,294,296,0,0,0,0,0,0,0,0,2,1,3
3398,0.0,0.781,0.219,0.8462,0.0,1.0,0.0,0.0,7,36,43,0,0,0,0,0,0,0,0,0,2,1
3399,0.083,0.868,0.05,-0.7096,0.577,0.423,0.0,-0.6249,4,127,131,0,0,0,0,0,0,0,0,0,1,1
3402,0.066,0.908,0.026,-0.5984,0.0,1.0,0.0,0.0,7,131,138,0,0,0,0,0,0,0,0,0,1,1
3406,0.06,0.924,0.016,-0.6713,0.0,1.0,0.0,0.0,9,101,110,0,0,0,0,0,0,0,5,2,1,1
3408,0.046,0.681,0.273,0.9467,0.0,1.0,0.0,0.0,7,61,68,0,0,0,0,0,0,0,2,2,1,5
3409,0.063,0.906,0.031,-0.6254,0.0,1.0,0.0,0.0,7,135,142,0,0,0,0,0,0,0,0,0,1,1
3412,0.103,0.743,0.154,0.6769,0.0,0.49,0.51,0.6369,7,94,101,0,0,0,0,0,0,0,1,0,2,5
3413,0.0,0.651,0.349,0.8619,0.0,1.0,0.0,0.0,7,24,31,0,0,0,0,0,0,0,2,0,2,5
3414,0.169,0.831,0.0,-0.9376,0.0,0.563,0.437,0.4767,6,101,107,0,0,0,0,0,0,0,0,0,1,1
3415,0.042,0.854,0.104,0.8266,0.583,0.417,0.0,-0.4939,5,132,137,0,0,0,0,0,0,0,0,0,1,1
3416,0.138,0.784,0.078,-0.3818,0.0,1.0,0.0,0.0,8,26,34,0,0,0,0,0,0,0,0,0,1,1
3417,0.074,0.843,0.083,0.2729,0.464,0.536,0.0,-0.3818,5,266,271,0,0,0,0,0,0,0,0,1,1,3
3419,0.256,0.744,0.0,-0.4767,0.0,1.0,0.0,0.0,6,14,20,0,0,0,0,0,0,0,0,3,1,1
3420,0.0,0.701,0.299,0.8689,0.0,1.0,0.0,0.0,6,31,37,0,0,0,0,0,0,0,0,3,1,5
3424,0.051,0.796,0.152,0.4526,0.0,1.0,0.0,0.0,4,52,56,0,0,0,0,0,0,0,2,0,1,1
3425,0.087,0.778,0.135,0.7104,0.687,0.313,0.0,-0.6588,4,153,157,0,0,0,0,0,0,1,3,0,1,1
3426,0.028,0.878,0.095,0.9118,0.0,1.0,0.0,0.0,8,175,183,0,0,0,0,0,0,0,0,0,1,5
