,body_neg,body_neu,body_pos,body_com,title_neg,title_neu,title_pos,title_com,Title Length,Body Length,Total Length,Title Emoji,Body Emoji,Title Ellipses,Body Ellipses,Title Hashtags,Body Hashtags,Title Exclamations,Body Exclamations,Status Rank,# Reviews,Target Rating
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,22,31,0,0,0,0,0,0,0,0,1,1,4
2,0.0,0.854,0.146,0.4404,0.0,1.0,0.0,0.0,8,28,36,0,0,0,0,1,5,0,0,0,1,5
3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,24,32,0,0,0,0,1,5,0,0,0,1,5
4,0.183,0.817,0.0,-0.4005,0.0,1.0,0.0,0.0,8,22,30,0,1,0,0,1,4,0,0,0,1,5
5,0.0,0.633,0.367,0.4404,0.0,1.0,0.0,0.0,3,8,11,0,1,0,0,1,1,0,0,0,1,5
7,0.062,0.795,0.143,0.969,0.0,1.0,0.0,0.0,2,249,251,0,0,0,0,1,1,0,2,0,1,4
8,0.237,0.738,0.024,-0.9765,0.0,1.0,0.0,0.0,2,120,122,0,0,0,1,1,3,0,3,1,1,1
9,0.237,0.738,0.024,-0.9765,0.0,1.0,0.0,0.0,2,120,122,0,0,0,1,1,3,0,3,1,1,1
14,0.141,0.859,0.0,-0.8885,0.761,0.239,0.0,-0.4898,5,97,102,0,0,0,0,0,0,3,0,0,1,1
15,0.182,0.818,0.0,-0.7774,0.0,0.507,0.493,0.4427,8,41,49,0,0,0,0,0,0,3,0,1,1,1
16,0.182,0.818,0.0,-0.7774,0.0,0.507,0.493,0.4427,8,41,49,0,0,0,0,0,0,3,0,1,1,1
18,0.0,0.764,0.236,0.8687,0.0,0.323,0.677,0.2716,2,44,46,0,0,0,0,0,0,0,1,3,1,4
19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4404,1,7,8,0,0,0,0,0,0,0,0,3,1,5
21,0.094,0.82,0.086,-0.3086,0.0,1.0,0.0,0.0,2,155,157,0,0,0,0,0,0,0,4,0,1,1
22,0.199,0.778,0.023,-0.9296,0.0,1.0,0.0,0.0,2,69,71,0,0,0,0,0,0,0,4,1,1,1
25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,14,19,0,0,0,0,0,0,0,1,0,1,1
26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5,14,19,0,0,0,0,0,0,0,1,0,1,1
27,0.051,0.941,0.008,-0.6936,0.0,1.0,0.0,0.0,3,177,180,0,0,0,0,0,0,0,0,0,1,1
29,0.239,0.761,0.0,-0.296,0.756,0.244,0.0,-0.4767,2,10,12,0,0,0,0,0,0,0,0,0,3,1
30,0.0,0.881,0.119,0.2235,0.0,1.0,0.0,0.0,3,20,23,0,0,0,0,0,0,0,0,1,1,1
31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,34,41,0,0,0,0,0,0,0,0,0,1,1
33,0.035,0.883,0.082,0.7772,0.451,0.22,0.33,-0.2732,5,156,161,0,0,0,0,0,1,0,2,0,1,1
34,0.0,0.637,0.363,0.8658,0.0,0.4,0.6,0.6696,5,26,31,0,0,0,0,0,0,1,0,3,2,5
35,0.089,0.815,0.095,-0.1779,0.0,0.408,0.592,0.4404,4,53,57,0,0,0,0,0,0,0,0,2,1,3
36,0.192,0.748,0.06,-0.6767,0.608,0.392,0.0,-0.4767,3,38,41,0,0,0,0,0,0,0,0,0,6,1
38,0.075,0.781,0.144,0.7944,0.0,0.833,0.167,0.2023,10,117,127,0,0,0,0,0,0,0,0,0,1,1
40,0.038,0.897,0.065,0.4712,0.0,0.256,0.744,0.7003,4,215,219,0,0,0,0,0,0,0,0,1,1,3
41,0.305,0.695,0.0,-0.7925,0.0,1.0,0.0,0.0,5,21,26,0,0,0,0,0,0,0,0,0,1,1
42,0.196,0.446,0.357,0.2023,0.0,1.0,0.0,0.0,4,12,16,0,0,0,0,0,0,0,0,0,1,5
45,0.0,0.844,0.156,0.34,0.688,0.312,0.0,-0.296,4,21,25,0,0,0,0,0,3,0,0,0,1,5
46,0.0,1.0,0.0,0.0,0.0,0.486,0.514,0.4898,8,17,25,0,0,0,0,0,3,3,3,0,1,5
47,0.0,0.769,0.231,0.34,0.0,1.0,0.0,0.0,1,12,13,0,0,0,0,0,0,0,0,0,1,5
48,0.0,0.435,0.565,0.8439,0.0,0.357,0.643,0.2023,3,14,17,0,0,0,0,0,0,0,1,3,1,5
50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,23,31,0,0,0,1,0,3,0,0,0,1,5
55,0.205,0.716,0.079,-0.9732,0.0,1.0,0.0,0.0,3,156,159,0,0,0,1,0,0,1,0,0,3,1
56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,12,20,0,0,0,0,0,0,0,0,0,2,1
57,0.0,0.588,0.412,0.6369,0.0,1.0,0.0,0.0,1,7,8,0,0,0,0,0,0,0,0,0,1,5
58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5,8,0,0,0,0,0,0,0,0,0,1,5
59,0.0,0.494,0.506,0.6249,0.0,1.0,0.0,0.0,2,6,8,0,0,0,0,0,0,0,0,0,1,5
60,0.067,0.669,0.264,0.802,0.0,1.0,0.0,0.0,4,31,35,0,0,0,0,0,0,0,0,0,1,5
63,0.236,0.668,0.095,-0.6625,0.485,0.515,0.0,-0.8588,12,30,42,0,0,0,0,0,0,1,1,0,1,1
64,0.0,0.617,0.383,0.4767,0.0,1.0,0.0,0.0,1,6,7,0,0,0,0,0,0,0,0,0,1,5
65,0.0,0.751,0.249,0.4574,0.0,0.649,0.351,0.4019,6,12,18,0,0,0,0,0,0,0,1,0,1,5
66,0.406,0.452,0.141,-0.6899,0.241,0.536,0.223,-0.0516,9,13,22,0,0,0,0,0,0,0,0,0,1,1
67,0.0,0.349,0.651,0.6808,0.467,0.533,0.0,-0.5423,5,5,10,0,0,0,0,0,0,0,0,0,1,1
68,0.0,0.844,0.156,0.8012,0.0,1.0,0.0,0.0,8,46,54,0,0,0,0,0,0,0,0,0,1,5
69,0.0,0.661,0.339,0.7698,0.0,0.695,0.305,0.4728,9,18,27,0,0,0,0,0,0,0,0,1,1,5
70,0.055,0.883,0.062,0.3575,0.252,0.748,0.0,-0.4019,10,400,410,0,0,0,0,0,0,0,0,0,1,1
71,0.493,0.507,0.0,-0.9477,0.0,1.0,0.0,0.0,5,31,36,0,0,0,0,0,0,0,0,0,1,1
72,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,7,10,0,0,0,0,0,0,0,2,0,1,1
73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,7,8,0,0,0,0,0,3,0,0,0,1,5
74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,1,1
77,0.104,0.896,0.0,-0.296,0.0,1.0,0.0,0.0,1,29,30,0,0,0,0,0,0,0,0,0,3,1
78,0.0,0.645,0.355,0.978,0.0,1.0,0.0,0.0,9,56,65,0,0,0,0,0,0,0,0,2,1,4
79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,16,17,0,0,0,0,0,3,0,0,0,1,5
80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,9,10,0,0,0,0,0,4,0,0,0,1,5
81,0.0,0.573,0.427,0.8807,0.0,1.0,0.0,0.0,8,21,29,0,0,0,0,0,0,0,0,3,1,5
83,0.0,0.707,0.293,0.4404,0.0,1.0,0.0,0.0,4,10,14,0,0,0,0,0,0,0,0,2,1,5
85,0.0,0.712,0.288,0.784,0.0,0.0,1.0,0.5719,1,24,25,0,0,0,0,0,0,0,1,3,1,5
88,0.085,0.874,0.041,-0.397,0.0,1.0,0.0,0.0,5,77,82,0,0,0,0,0,2,0,4,2,1,5
89,0.0,0.721,0.279,0.8674,0.0,1.0,0.0,0.0,2,47,49,0,1,0,0,0,0,0,0,3,1,5
90,0.0,0.573,0.427,0.9213,0.0,1.0,0.0,0.0,4,28,32,0,0,0,0,0,0,0,3,3,1,5
91,0.0,0.606,0.394,0.6361,0.0,1.0,0.0,0.0,3,12,15,2,0,0,0,0,0,0,0,3,1,5
92,0.0,0.838,0.162,0.4738,0.0,0.244,0.756,0.4754,2,20,22,0,0,0,0,0,0,0,2,3,1,5
93,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,10,17,0,0,0,0,0,0,0,0,2,1,5
94,0.125,0.723,0.151,-0.0128,0.611,0.0,0.389,-0.296,2,179,181,0,0,0,0,0,0,0,0,0,1,1
96,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,8,15,0,0,0,0,0,0,0,0,3,1,3
97,0.0,0.734,0.266,0.4404,0.0,1.0,0.0,0.0,7,10,17,0,0,0,0,0,0,0,0,1,1,5
98,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404,8,8,16,0,3,0,0,0,0,0,0,0,1,5
99,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404,8,8,16,0,3,0,0,0,0,0,0,0,1,5
100,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,26,33,0,1,0,0,1,5,0,0,0,1,5
101,0.0,0.857,0.143,0.3612,0.0,1.0,0.0,0.0,7,24,31,0,0,0,0,0,3,0,0,0,1,5
102,0.0,0.646,0.354,0.7984,0.0,0.602,0.398,0.6844,8,24,32,0,0,0,0,0,4,0,0,0,1,5
103,0.09,0.899,0.011,-0.8379,0.0,1.0,0.0,0.0,7,114,121,0,0,0,0,0,0,0,0,0,2,1
108,0.0,0.466,0.534,0.774,0.0,0.413,0.587,0.645,8,17,25,0,0,0,0,0,4,3,3,0,1,5
109,0.183,0.817,0.0,-0.6808,0.0,1.0,0.0,0.0,4,28,32,0,0,0,0,0,0,0,0,0,1,1
110,0.183,0.817,0.0,-0.6808,0.0,1.0,0.0,0.0,4,28,32,0,0,0,0,0,0,0,0,0,1,1
111,0.283,0.603,0.114,-0.68,0.623,0.377,0.0,-0.765,8,31,39,0,0,0,0,0,0,0,1,0,1,1
112,0.283,0.603,0.114,-0.68,0.623,0.377,0.0,-0.765,8,31,39,0,0,0,0,0,0,0,1,0,1,1
113,0.0,0.552,0.448,0.9151,0.0,0.49,0.51,0.6369,7,30,37,0,0,0,0,0,0,0,1,2,1,5
116,0.069,0.762,0.169,0.4753,0.0,1.0,0.0,0.0,2,22,24,0,0,0,0,0,0,0,1,2,1,5
117,0.0,0.846,0.154,0.6679,0.0,1.0,0.0,0.0,7,35,42,0,0,0,0,0,0,0,0,0,3,1
118,0.0,0.846,0.154,0.6679,0.0,1.0,0.0,0.0,7,35,42,0,0,0,0,0,0,0,0,0,3,1
119,0.298,0.702,0.0,-0.9095,0.0,1.0,0.0,0.0,3,40,43,0,0,0,0,0,0,0,0,0,1,1
120,0.1,0.727,0.173,0.4404,0.0,1.0,0.0,0.0,2,40,42,0,0,0,0,0,0,0,0,0,1,2
124,0.0,0.765,0.235,0.9371,0.0,0.345,0.655,0.6908,6,64,70,0,0,0,1,0,0,0,0,0,1,5
125,0.0,0.725,0.275,0.8395,0.0,0.185,0.815,0.6588,3,30,33,0,0,0,0,0,0,1,2,1,4,5
126,0.0,0.184,0.816,0.923,0.0,0.248,0.752,0.8442,7,9,16,0,0,0,0,0,0,0,1,3,1,5
127,0.0,0.553,0.447,0.8656,0.0,1.0,0.0,0.0,7,20,27,0,0,0,0,0,0,0,0,2,1,4
129,0.067,0.692,0.241,0.7946,0.0,1.0,0.0,0.0,8,41,49,0,0,0,1,0,0,0,5,0,1,5
131,0.0,0.488,0.512,0.6369,0.0,1.0,0.0,0.0,4,7,11,0,0,0,0,0,0,0,0,0,1,5
133,0.0,0.682,0.318,0.4215,0.0,0.278,0.722,0.6369,6,17,23,0,0,0,0,0,4,0,0,1,1,5
135,0.0,0.774,0.226,0.8065,0.0,0.455,0.545,0.5574,5,37,42,0,0,0,0,0,0,0,2,3,1,5
136,0.0,0.643,0.357,0.7269,0.0,0.396,0.604,0.7269,7,17,24,0,0,0,0,0,0,0,0,0,1,5
138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,13,19,0,0,0,0,0,4,0,0,3,1,5
142,0.0,0.531,0.469,0.7346,0.0,0.371,0.629,0.5256,4,14,18,0,0,0,0,0,0,0,0,3,1,5
143,0.15,0.802,0.048,-0.8138,0.422,0.578,0.0,-0.4449,5,100,105,0,0,0,0,0,0,0,0,0,1,1
145,0.0,0.565,0.435,0.9497,0.0,1.0,0.0,0.0,2,35,37,0,0,0,0,0,0,0,2,3,1,5
147,0.0,0.79,0.21,0.7489,0.0,0.47,0.53,0.5244,6,33,39,0,0,0,0,0,0,1,2,0,1,5
151,0.122,0.822,0.056,-0.871,0.824,0.176,0.0,-0.6877,5,153,158,0,0,0,0,0,0,3,22,0,1,1
152,0.156,0.844,0.0,-0.6946,0.437,0.563,0.0,-0.4767,5,40,45,0,0,0,0,0,0,0,0,0,1,2
153,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,43,50,0,0,0,0,0,0,0,0,0,2,1
154,0.0,1.0,0.0,0.0,0.0,0.476,0.524,0.5106,4,75,79,0,2,0,0,0,0,0,0,1,1,1
155,0.0,1.0,0.0,0.0,0.0,0.476,0.524,0.5106,4,75,79,0,2,0,0,0,0,0,0,1,1,1
156,0.0,1.0,0.0,0.0,0.0,0.476,0.524,0.5106,4,75,79,0,2,0,0,0,0,0,0,1,1,1
158,0.162,0.483,0.355,0.6571,0.0,0.568,0.432,0.5859,6,17,23,0,0,0,0,0,0,0,3,0,1,1
162,0.0,0.669,0.331,0.4522,0.0,0.351,0.649,0.5719,3,9,12,0,0,0,0,0,0,0,0,2,1,5
163,0.122,0.827,0.051,-0.9943,0.0,1.0,0.0,0.0,4,803,807,0,0,0,0,0,0,0,0,0,1,1
165,0.0,0.616,0.384,0.656,0.0,0.579,0.421,0.656,7,8,15,0,0,0,0,0,0,0,0,2,1,5
171,0.166,0.79,0.044,-0.8705,0.0,1.0,0.0,0.0,5,90,95,0,0,0,0,0,0,0,1,0,1,1
172,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,7,10,0,0,0,0,0,0,1,2,0,1,1
173,0.066,0.875,0.059,-0.1027,0.0,1.0,0.0,0.0,2,67,69,0,0,0,0,0,0,0,0,0,1,1
174,0.066,0.875,0.059,-0.1027,0.0,1.0,0.0,0.0,2,67,69,0,0,0,0,0,0,0,0,0,1,1
175,0.262,0.619,0.119,-0.8481,0.865,0.135,0.0,-0.7506,6,61,67,0,0,0,0,0,0,0,0,0,1,1
176,0.262,0.619,0.119,-0.8481,0.865,0.135,0.0,-0.7506,6,61,67,0,0,0,0,0,0,0,0,0,1,1
181,0.313,0.687,0.0,-0.9279,0.672,0.328,0.0,-0.624,3,43,46,0,0,0,0,0,0,0,1,0,1,1
184,0.111,0.864,0.025,-0.8067,0.531,0.469,0.0,-0.5256,4,95,99,0,0,0,0,0,0,0,0,0,1,1
185,0.131,0.8,0.069,-0.9726,0.629,0.371,0.0,-0.5256,3,397,400,0,0,0,0,0,0,0,0,1,1,1
186,0.131,0.8,0.069,-0.9726,0.629,0.371,0.0,-0.5256,3,397,400,0,0,0,0,0,0,0,0,1,1,1
187,0.131,0.8,0.069,-0.9726,0.629,0.371,0.0,-0.5256,3,397,400,0,0,0,0,0,0,0,0,1,1,1
189,0.104,0.8,0.095,-0.2851,0.523,0.477,0.0,-0.6573,5,139,144,0,0,0,0,0,0,0,1,1,2,1
190,0.233,0.767,0.0,-0.8062,0.277,0.723,0.0,-0.3182,7,32,39,0,0,0,0,0,0,0,0,1,2,1
191,0.233,0.767,0.0,-0.8062,0.277,0.723,0.0,-0.3182,7,32,39,0,0,0,0,0,0,0,0,1,2,1
192,0.233,0.767,0.0,-0.8062,0.277,0.723,0.0,-0.3182,7,32,39,0,0,0,0,0,0,0,0,1,2,1
195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,7,9,0,0,0,0,0,0,0,0,0,1,5
197,0.0,0.841,0.159,0.9336,0.0,0.556,0.444,0.4939,5,111,116,0,0,0,0,0,0,0,1,2,1,5
199,0.0,0.828,0.172,0.3612,0.0,0.615,0.385,0.3612,6,15,21,0,0,0,0,0,0,0,0,3,1,5
201,0.0,0.602,0.398,0.5106,0.0,0.185,0.815,0.6588,3,6,9,0,0,0,0,0,0,1,0,3,1,5
204,0.0,0.833,0.167,0.34,0.0,1.0,0.0,0.0,2,16,18,0,0,0,0,0,0,0,0,1,1,5
206,0.0,0.828,0.172,0.7003,0.0,1.0,0.0,0.0,6,38,44,0,0,0,0,0,0,0,0,2,2,2
207,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,30,36,0,0,0,0,0,0,0,0,3,1,5
210,0.0,0.759,0.241,0.9184,0.0,0.556,0.444,0.4927,7,51,58,0,0,0,0,0,0,0,0,2,1,4
211,0.057,0.913,0.03,-0.5267,0.0,1.0,0.0,0.0,6,105,111,0,0,0,1,0,0,0,0,0,1,1
214,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,10,12,0,0,0,0,0,0,0,0,3,2,5
215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,9,15,0,0,0,0,0,0,0,0,3,1,5
218,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,13,17,0,0,0,0,0,0,0,0,2,1,5
220,0.0,0.631,0.369,0.8737,0.0,0.423,0.577,0.6249,4,24,28,0,0,0,0,0,0,0,0,2,1,5
222,0.0,0.589,0.411,0.636,0.0,1.0,0.0,0.0,1,11,12,0,0,0,0,0,0,0,1,2,1,5
229,0.214,0.655,0.131,-0.2551,0.0,1.0,0.0,0.0,2,24,26,0,0,0,0,0,0,0,0,0,1,1
235,0.0,0.736,0.264,0.8746,0.0,1.0,0.0,0.0,7,29,36,0,0,0,0,0,0,0,0,3,1,5
239,0.0,0.796,0.204,0.8395,0.0,0.518,0.482,0.4199,5,44,49,0,0,0,0,0,0,1,1,3,1,5
247,0.0,0.61,0.39,0.8976,0.0,0.633,0.367,0.4404,6,25,31,0,0,0,0,0,0,0,1,0,1,5
253,0.062,0.739,0.199,0.7096,0.0,0.723,0.277,0.3182,7,41,48,0,0,0,0,0,0,0,0,0,1,5
254,0.0,0.764,0.236,0.8625,0.0,1.0,0.0,0.0,4,38,42,0,0,0,0,0,0,0,0,0,1,5
256,0.0,0.633,0.367,0.4404,0.0,0.408,0.592,0.4404,4,8,12,0,0,0,0,0,0,0,0,0,1,5
258,0.0,0.182,0.818,0.839,0.0,0.256,0.744,0.4404,2,7,9,0,0,0,0,0,0,0,0,3,1,5
259,0.0,0.895,0.105,0.775,0.0,0.508,0.492,0.4404,4,78,82,0,0,0,0,0,0,0,0,2,1,5
260,0.299,0.701,0.0,-0.9366,0.0,1.0,0.0,0.0,8,48,56,0,0,0,0,0,0,0,1,0,1,1
261,0.166,0.762,0.072,-0.8201,0.385,0.615,0.0,-0.6573,8,78,86,0,0,0,0,0,0,0,1,0,1,1
263,0.0,0.526,0.474,0.9531,0.0,0.543,0.457,0.6369,6,29,35,0,0,0,1,0,0,0,1,0,3,5
267,0.0,0.478,0.522,0.872,0.0,0.686,0.314,0.4939,8,15,23,0,1,0,0,0,0,0,0,0,1,5
268,0.141,0.798,0.061,-0.4588,0.0,0.417,0.583,0.4215,3,39,42,0,0,0,0,0,0,0,0,0,3,4
275,0.071,0.889,0.041,-0.2732,0.0,1.0,0.0,0.0,3,73,76,0,0,0,2,0,0,0,0,1,1,3
276,0.0,0.523,0.477,0.9286,0.0,0.227,0.773,0.5279,2,25,27,0,0,0,0,0,0,0,2,3,1,4
278,0.0,0.829,0.171,0.7184,0.0,0.0,1.0,0.4215,1,36,37,0,0,0,0,0,0,0,0,3,1,5
280,0.0,0.888,0.112,0.5267,0.0,1.0,0.0,0.0,7,30,37,0,0,0,0,0,0,0,0,2,1,4
281,0.0,0.847,0.153,0.4404,0.0,0.408,0.592,0.4404,3,22,25,0,0,0,0,0,0,0,0,3,1,4
283,0.0,0.548,0.452,0.9705,0.0,0.25,0.75,0.4588,2,40,42,0,0,0,0,0,0,0,1,3,1,5
284,0.0,0.756,0.244,0.6369,0.0,1.0,0.0,0.0,6,16,22,0,0,0,0,0,0,0,0,0,1,5
289,0.022,0.877,0.101,0.8176,0.0,0.0,1.0,0.5859,1,131,132,0,0,0,0,0,0,0,0,1,1,5
290,0.0,0.647,0.353,0.8478,0.0,0.334,0.666,0.6114,5,21,26,0,0,0,0,0,0,1,1,3,1,5
291,0.0,0.55,0.45,0.987,0.0,0.167,0.833,0.7163,5,64,69,0,0,0,0,0,0,3,7,3,1,5
292,0.405,0.36,0.234,-0.2263,0.697,0.303,0.0,-0.3182,2,7,9,0,0,0,0,0,0,0,0,1,1,2
304,0.0,0.497,0.503,0.8439,0.0,0.337,0.663,0.7096,6,17,23,0,0,0,0,0,0,0,1,1,1,5
307,0.085,0.826,0.09,0.1289,0.732,0.268,0.0,-0.8481,6,101,107,0,0,0,0,0,0,0,0,0,1,1
308,0.085,0.826,0.09,0.1289,0.732,0.268,0.0,-0.8481,6,101,107,0,0,0,0,0,0,0,0,0,1,1
310,0.112,0.888,0.0,-0.6486,0.0,1.0,0.0,0.0,4,52,56,0,0,0,0,0,0,0,0,0,1,1
311,0.117,0.839,0.044,-0.5794,0.787,0.213,0.0,-0.5719,2,102,104,0,0,0,0,0,0,0,0,0,1,1
312,0.0,0.632,0.368,0.7018,0.0,1.0,0.0,0.0,2,15,17,0,0,0,0,0,0,0,2,3,1,5
313,0.0,0.517,0.483,0.6808,0.0,0.649,0.351,0.4019,6,9,15,0,0,0,0,0,0,0,0,2,1,5
314,0.0,0.447,0.553,0.9442,0.0,0.465,0.535,0.7845,8,20,28,0,0,0,0,0,0,0,0,2,3,5
315,0.0,0.815,0.185,0.3612,0.0,1.0,0.0,0.0,7,13,20,0,0,0,0,0,0,0,0,0,1,5
316,0.312,0.688,0.0,-0.8047,0.0,1.0,0.0,0.0,8,21,29,0,0,0,0,0,0,0,0,2,1,1
320,0.0,0.345,0.655,0.5859,0.0,0.345,0.655,0.5859,3,3,6,0,0,0,0,0,0,0,0,0,1,5
321,0.0,0.515,0.485,0.765,0.0,0.208,0.792,0.5859,2,9,11,0,0,0,0,0,0,0,0,0,1,5
322,0.0,0.23,0.77,0.7717,0.0,0.147,0.853,0.7003,4,5,9,0,0,0,0,0,0,0,0,3,1,5
323,0.0,0.427,0.573,0.7717,0.0,0.23,0.77,0.7717,4,9,13,0,0,0,0,0,0,0,0,0,1,5
325,0.0,0.377,0.623,0.765,0.0,1.0,0.0,0.0,6,6,12,0,0,0,0,0,0,0,0,1,1,5
326,0.0,0.327,0.673,0.8834,0.0,0.0,1.0,0.5859,2,11,13,0,0,0,0,0,0,0,0,0,1,5
327,0.0,0.513,0.487,0.5859,0.0,0.345,0.655,0.5859,3,6,9,0,0,0,0,0,0,0,0,0,1,5
329,0.0,0.464,0.536,0.9136,0.0,0.513,0.487,0.5859,5,18,23,0,0,0,0,0,0,0,0,3,1,5
332,0.0,0.635,0.365,0.9216,0.0,0.441,0.559,0.5859,4,32,36,0,0,0,0,0,0,0,0,3,1,5
333,0.0,0.568,0.432,0.5859,0.0,0.0,1.0,0.5859,1,7,8,0,0,0,0,0,0,0,0,0,1,5
334,0.069,0.592,0.339,0.8268,0.0,0.441,0.559,0.5859,4,29,33,0,0,0,0,0,0,0,0,0,1,5
337,0.032,0.835,0.133,0.7177,0.0,0.208,0.792,0.5859,2,52,54,0,0,0,0,0,0,0,1,0,1,4
338,0.0,0.511,0.489,0.7717,0.0,0.309,0.691,0.7717,6,10,16,0,0,0,0,0,0,0,0,3,1,5
344,0.0,0.731,0.269,0.9228,0.0,1.0,0.0,0.0,4,52,56,0,0,0,0,0,0,0,2,3,1,5
345,0.0,0.13,0.87,0.7717,0.0,0.0,1.0,0.5859,1,4,5,0,0,0,0,0,0,0,0,0,1,5
347,0.0,0.558,0.442,0.8772,0.0,0.674,0.326,0.4404,7,26,33,0,1,0,0,0,0,0,2,3,1,5
351,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,19,27,0,0,0,0,0,0,0,3,0,1,1
352,0.159,0.841,0.0,-0.6239,0.0,0.667,0.333,0.4588,10,39,49,0,0,0,0,0,0,0,1,1,1,5
353,0.0,0.916,0.084,0.296,0.0,0.351,0.649,0.5719,3,27,30,0,0,0,0,0,0,0,0,3,1,5
354,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,45,46,0,0,0,0,0,0,0,0,0,1,1
355,0.13,0.87,0.0,-0.5574,0.0,1.0,0.0,0.0,9,25,34,0,3,0,0,0,0,0,0,0,1,5
388,0.0,0.667,0.333,0.9259,0.0,1.0,0.0,0.0,1,39,40,0,0,0,0,0,0,0,0,0,1,5
396,0.0,0.81,0.19,0.659,0.0,0.448,0.552,0.5719,6,29,35,0,0,0,0,0,0,0,0,2,1,5
425,0.0,0.7,0.3,0.9133,0.0,1.0,0.0,0.0,4,42,46,0,0,0,0,0,0,0,1,0,1,5
426,0.0,0.647,0.353,0.9722,0.0,0.5,0.5,0.7901,10,66,76,0,0,0,0,0,0,1,1,3,1,5
427,0.0,0.71,0.29,0.5423,0.0,0.256,0.744,0.4404,2,15,17,0,0,0,0,0,0,0,0,3,1,5
429,0.13,0.87,0.0,-0.1655,0.315,0.685,0.0,-0.3182,7,13,20,0,0,0,0,0,0,0,0,2,1,3
430,0.0,0.674,0.326,0.4404,0.0,0.633,0.367,0.4404,6,7,13,0,0,0,0,0,0,0,0,3,1,5
431,0.0,0.779,0.221,0.8172,0.0,1.0,0.0,0.0,2,41,43,1,0,0,0,0,0,0,1,3,1,5
432,0.0,0.612,0.388,0.8858,0.0,1.0,0.0,0.0,7,29,36,0,0,0,0,0,0,1,3,3,1,5
433,0.0,0.764,0.236,0.9381,0.0,1.0,0.0,0.0,6,63,69,0,0,0,0,0,0,0,0,3,1,5
434,0.0,0.949,0.051,0.7964,0.338,0.662,0.0,-0.6808,16,167,183,0,0,0,2,0,0,0,0,3,1,2
435,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,13,21,0,0,0,0,0,0,0,0,2,1,3
436,0.0,0.617,0.383,0.7351,0.0,0.506,0.494,0.5994,5,14,19,0,0,0,0,0,0,0,0,3,1,5
440,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5,7,0,0,0,0,0,0,0,0,2,1,3
441,0.0,0.655,0.345,0.3875,0.0,0.533,0.467,0.3875,4,8,12,0,0,0,0,0,0,0,0,3,1,5
442,0.281,0.639,0.081,-0.802,0.0,1.0,0.0,0.0,8,32,40,0,0,0,0,0,0,0,0,0,1,1
443,0.281,0.639,0.081,-0.802,0.0,1.0,0.0,0.0,8,32,40,0,0,0,0,0,0,0,0,0,1,1
444,0.0,0.682,0.318,0.6369,0.0,0.758,0.242,0.1513,7,10,17,2,4,0,0,0,0,0,0,0,1,5
445,0.0,0.607,0.393,0.8655,0.0,0.328,0.672,0.6249,3,26,29,0,0,0,0,0,0,0,1,1,1,5
446,0.256,0.744,0.0,-0.9006,0.0,1.0,0.0,0.0,4,48,52,0,0,0,0,0,0,0,1,0,1,1
447,0.0,0.623,0.377,0.8429,0.0,0.674,0.326,0.5949,11,22,33,0,0,0,0,0,0,0,0,0,1,5
448,0.202,0.758,0.04,-0.9922,0.713,0.287,0.0,-0.7163,6,243,249,0,0,0,0,0,0,3,6,1,1,1
449,0.202,0.758,0.04,-0.9922,0.713,0.287,0.0,-0.7163,6,243,249,0,0,0,0,0,0,3,6,1,1,1
